City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Puerto Cabezas,NI,14.0351,-83.3888,84.16,79,75,9.22,broken clouds
Asau,RO,46.4333,26.4,32.4,95,100,2.64,overcast clouds
Umm Lajj,SA,25.0213,37.2685,68.63,56,80,9.62,broken clouds
Virginia Beach,US,36.8529,-75.978,44.65,65,20,6.91,few clouds
Liyang,CN,29.7057,118.2862,55.15,91,99,0.78,overcast clouds
Karaman,TR,37.0833,33.25,26.98,76,4,4.18,clear sky
Hami,CN,42.8,93.45,38.23,41,4,5.68,clear sky
Zorritos,PE,-3.6805,-80.6782,82.69,78,97,8.25,light rain
Joensuu,FI,62.6012,29.7632,10.89,84,0,2.3,clear sky
Lincoln,US,40.8,-96.667,72.9,44,0,20.71,clear sky
Springbok,ZA,-29.6643,17.8865,60.13,61,0,5.19,clear sky
Biak,ID,-0.9131,122.8766,76.87,84,100,1.97,moderate rain
Pemangkat,ID,1.1667,108.9667,75.56,93,100,8.14,overcast clouds
Mattru,SL,7.6244,-11.8332,76.8,79,22,2.66,few clouds
General Roca,AR,-39.0333,-67.5833,77.63,19,54,11.18,broken clouds
Lodja,CD,-3.4833,23.4333,69.98,92,75,2.24,broken clouds
Slave Lake,CA,55.2834,-114.769,22.98,68,100,4.61,overcast clouds
Petropavlovka,RU,50.6114,105.3196,-4.83,95,58,2.93,broken clouds
Rawson,AR,-43.3002,-65.1023,69.98,22,39,19.77,scattered clouds
Keuruu,FI,62.2667,24.7,11.75,97,59,1.83,broken clouds
Ahuimanu,US,21.4447,-157.8378,80.78,56,20,11.5,few clouds
Clyde River,CA,70.4692,-68.5914,-16.4,99,68,4.45,broken clouds
Christchurch,NZ,-43.5333,172.6333,72.03,72,75,14.97,broken clouds
Rio Grande,BR,-32.035,-52.0986,78.94,89,5,13.85,light rain
Pisco,PE,-13.7,-76.2167,78.85,65,0,17.27,clear sky
San Quintin,MX,30.4833,-115.95,60.37,70,51,13.94,broken clouds
Estevan,CA,49.1334,-102.9842,17.94,92,100,7.49,overcast clouds
Hayden,US,47.766,-116.7866,44.49,71,40,3.44,scattered clouds
Inuvik,CA,68.3499,-133.7218,23.86,54,20,3.44,few clouds
Camopi,GF,3.1655,-52.3158,72.39,100,100,2.06,light rain
Dalvik,IS,65.9702,-18.5286,37.33,79,73,10.29,broken clouds
Mayya,RU,61.7333,130.2811,-23.69,100,96,2.8,overcast clouds
Sydney,AU,-33.8679,151.2073,74.34,95,75,5.75,light rain
Kununurra,AU,-15.7667,128.7333,78.78,94,17,0.0,few clouds
Pokaran,IN,26.9167,71.9167,66.76,37,0,7.76,clear sky
Macae,BR,-22.3708,-41.7869,76.75,83,20,1.14,few clouds
Grinnell,US,41.743,-92.7224,49.71,66,0,17.0,clear sky
San Jose,US,37.3394,-121.895,63.27,60,75,14.97,broken clouds
Ilo,PE,-17.6394,-71.3375,72.99,80,38,7.14,scattered clouds
Yangambi,CD,0.8102,24.4336,68.99,87,25,2.66,scattered clouds
Chabahar,IR,25.2919,60.643,73.6,72,100,4.9,overcast clouds
Phan Thiet,VN,10.9333,108.1,73.49,85,44,7.78,scattered clouds
Cabedelo,BR,-6.9811,-34.8339,83.07,79,64,12.21,broken clouds
Shimoda,JP,34.6667,138.95,52.11,59,3,17.67,clear sky
Ferkessedougou,CI,9.6,-5.2,84.63,21,57,2.08,broken clouds
Torbay,CA,47.6666,-52.7314,18.57,71,75,28.77,broken clouds
Kongolo,CD,-5.3833,27.0,70.61,92,94,0.27,overcast clouds
Najran,SA,17.4924,44.1277,65.05,21,51,2.42,broken clouds
Port Lincoln,AU,-34.7333,135.8667,64.24,81,96,14.43,overcast clouds
Mehamn,NO,71.0357,27.8492,26.51,85,100,9.8,overcast clouds
Gunjur,GM,13.2019,-16.7339,73.47,53,2,5.75,clear sky
Road Town,VG,18.4167,-64.6167,78.89,78,20,10.36,few clouds
Victoria,HK,22.2855,114.1577,68.18,92,5,1.01,clear sky
Khatanga,RU,71.9667,102.5,-27.02,98,91,7.63,overcast clouds
Porto Walter,BR,-8.2686,-72.7439,79.59,76,100,2.95,overcast clouds
Dumabato,PH,16.3167,121.7,70.14,93,67,2.08,broken clouds
Hazaribag,IN,23.9833,85.35,62.64,36,84,3.38,broken clouds
Mayo,US,38.8876,-76.5119,47.86,51,0,10.36,clear sky
Fairbanks,US,64.8378,-147.7164,37.81,55,20,12.66,few clouds
Itupiranga,BR,-5.1347,-49.3267,74.88,96,87,2.73,heavy intensity rain
Touros,BR,-5.1989,-35.4608,83.3,77,70,11.99,broken clouds
Ilulissat,GL,69.2167,-51.1,30.22,37,94,17.27,overcast clouds
Katangli,RU,51.7102,143.2326,8.8,91,97,4.43,overcast clouds
Berbera,SO,10.4396,45.0143,74.3,75,75,4.99,broken clouds
Leh,IN,34.1667,77.5833,-0.31,76,16,3.69,few clouds
Yeppoon,AU,-23.1333,150.7333,82.18,72,1,2.73,clear sky
Horadiz,AZ,39.4488,47.3353,42.62,47,2,1.79,clear sky
Montague,US,42.5356,-72.5351,33.94,48,58,2.26,broken clouds
The Valley,AI,18.217,-63.0578,78.94,78,75,14.97,broken clouds
Eureka,US,40.8021,-124.1637,52.12,65,49,5.99,scattered clouds
Longyearbyen,SJ,78.2186,15.6401,17.44,86,40,3.44,scattered clouds
Miragoane,HT,18.4423,-73.0876,78.94,73,6,7.99,clear sky
Manono,CD,-7.3,27.4167,70.3,95,100,0.76,light rain
Port Augusta,AU,-32.5,137.7667,68.7,67,80,15.84,broken clouds
Mareeba,AU,-17.0,145.4333,84.49,87,88,3.74,overcast clouds
Cabo San Lucas,MX,22.8909,-109.9124,87.62,28,0,11.5,clear sky
Eydhafushi,MV,5.1033,73.0708,80.82,68,10,3.53,clear sky
Ketchikan,US,55.3422,-131.6461,43.27,75,20,9.22,few clouds
Maraa,BR,-1.8333,-65.3667,71.8,99,97,1.1,overcast clouds
Mushie,CD,-3.0167,16.9,73.56,93,84,1.74,light rain
Novoanninskiy,RU,50.5287,42.6747,32.49,97,100,10.58,light snow
Kangaatsiaq,GL,68.3065,-53.4641,4.37,83,91,4.12,overcast clouds
West Bay,KY,19.3667,-81.4167,83.07,73,20,12.66,few clouds
Banjar,ID,-8.19,114.9675,76.91,90,97,5.1,overcast clouds
Tura,IN,25.5198,90.2201,61.61,41,42,3.78,scattered clouds
Kieta,PG,-6.2167,155.6333,83.84,74,91,3.8,light rain
Srednekolymsk,RU,67.45,153.6833,-20.65,99,97,2.28,overcast clouds
Solomenskoye,RU,44.2167,44.3528,38.26,65,87,25.19,overcast clouds
Ust-Kuyga,RU,70.0167,135.6,-29.63,99,99,2.84,overcast clouds
Badiraguato,MX,25.3667,-107.5167,94.71,10,16,10.47,few clouds
Hambantota,LK,6.1241,81.1185,76.82,88,99,7.43,overcast clouds
Zholymbet,KZ,51.7433,71.7122,28.13,93,99,6.89,overcast clouds
Dargaville,NZ,-35.9333,173.8833,74.3,51,97,11.65,overcast clouds
Poum,NC,-20.2333,164.0167,80.98,70,41,2.51,scattered clouds
Gornyak,RU,50.9942,81.4661,22.69,89,100,10.45,overcast clouds
Peniche,PT,39.3558,-9.3811,52.61,69,97,16.37,overcast clouds
Daru,PG,-9.0763,143.2092,81.05,82,100,3.62,overcast clouds
Nichinan,JP,31.6,131.3667,46.08,84,3,7.85,clear sky
Sawakin,SD,19.1059,37.3321,73.81,74,100,11.03,overcast clouds
Richards Bay,ZA,-28.783,32.0377,70.43,84,6,4.05,clear sky
Dzilam Gonzalez,MX,21.2833,-88.9333,80.98,62,25,10.07,scattered clouds
Latung,PH,5.5,120.8833,80.46,80,40,4.54,scattered clouds
Maseru,LS,-29.3167,27.4833,60.21,85,97,4.21,overcast clouds
Ampanihy,MG,-24.7,44.75,73.74,91,11,7.67,few clouds
Iracoubo,GF,5.4802,-53.2011,76.37,89,100,10.78,overcast clouds
Montepuez,MZ,-13.1256,38.9997,68.31,97,25,2.15,scattered clouds
Port Hedland,AU,-20.3167,118.5667,77.05,73,8,9.22,clear sky
Pacific Grove,US,36.6177,-121.9166,62.42,73,75,18.01,broken clouds
Maragogi,BR,-9.0122,-35.2225,78.98,84,48,11.16,moderate rain
Camara De Lobos,PT,32.6333,-16.9667,60.06,78,40,8.05,scattered clouds
Tabou,CI,4.423,-7.3528,79.63,86,45,7.99,scattered clouds
Hearst,CA,49.6835,-83.6665,23.25,92,100,2.35,overcast clouds
Yangcun,CN,39.3639,117.0603,35.58,20,0,14.45,clear sky
Novikovo,RU,51.1537,37.8879,30.29,95,100,15.73,snow
Nemuro,JP,43.3236,145.575,28.76,77,72,5.41,broken clouds
Olafsvik,IS,64.8945,-23.7142,39.0,81,100,16.78,overcast clouds
Cootamundra,AU,-34.65,148.0333,71.94,63,91,8.72,overcast clouds
Udachnyy,RU,66.4167,112.4,-28.5,100,100,2.75,overcast clouds
Maralal,KE,1.0968,36.698,61.7,46,46,5.21,scattered clouds
Emerald,AU,-23.5333,148.1667,85.33,54,10,6.91,clear sky
Shepetivka,UA,50.1855,27.0637,28.89,86,100,7.78,overcast clouds
Taltal,CL,-25.4,-70.4833,69.57,79,24,4.18,few clouds
Aripuana,BR,-9.1667,-60.6333,73.33,97,100,1.12,overcast clouds
Zhezkazgan,KZ,47.8043,67.7144,30.47,95,100,15.1,overcast clouds
Conde,BR,-7.2597,-34.9075,81.86,78,75,8.05,broken clouds
Chifeng,CN,42.2683,118.9636,17.8,37,0,24.36,clear sky
Anloga,GH,5.7947,0.8973,84.42,75,96,8.48,light rain
Sarankhola,BD,22.3082,89.7897,67.05,39,56,2.08,broken clouds
Superior,US,46.7208,-92.1041,31.68,48,100,17.27,overcast clouds
Solnechnyy,RU,50.7214,136.6319,10.22,92,100,6.89,overcast clouds
Walvis Bay,NA,-22.9575,14.5053,62.1,83,0,9.33,clear sky
Sederot,IL,31.525,34.5969,53.91,67,65,5.84,broken clouds
Sulya,IN,12.5667,75.3833,73.44,41,77,4.21,broken clouds
Boone,US,39.0334,-92.3335,73.06,51,100,11.97,overcast clouds
Gorin,RU,51.1983,136.6669,5.77,94,100,5.77,overcast clouds
Skelleftea,SE,64.7507,20.9528,21.56,64,100,3.44,overcast clouds
Khandbari,NP,27.3747,87.2039,53.4,49,1,5.08,clear sky
Barguzin,RU,53.6167,109.6167,-3.15,94,76,2.71,broken clouds
Isperih,BG,43.7167,26.8333,34.0,86,89,3.2,overcast clouds
Mbini,GQ,1.574,9.6134,76.84,86,50,5.93,scattered clouds
Zalari,RU,53.5584,102.5065,7.65,94,94,5.39,overcast clouds
Kyra,RU,49.5776,111.9753,-5.89,93,45,3.18,scattered clouds
Pak Phanang,TH,8.3511,100.202,77.11,88,48,3.22,scattered clouds
Rio Gallegos,AR,-51.6226,-69.2181,53.65,47,75,32.21,broken clouds
Ondangwa,NA,-17.9167,15.95,60.8,39,34,1.14,scattered clouds
Tamandare,BR,-8.7597,-35.1047,79.03,84,35,9.93,light rain
Xining,CN,36.6167,101.7667,28.11,67,95,2.17,overcast clouds
Umarkot,PK,25.3616,69.7362,70.74,26,0,8.14,clear sky
Salinas,US,36.6777,-121.6555,62.83,67,100,17.27,overcast clouds
Valreas,FR,44.3837,4.9908,49.91,71,0,7.83,clear sky
Coahuayana,MX,18.7333,-103.6833,83.39,47,1,7.38,clear sky
Dwarka,IN,22.2394,68.9678,73.63,50,0,10.38,clear sky
Kavaratti,IN,10.5669,72.642,82.87,64,61,11.59,broken clouds
Mahibadhoo,MV,3.7833,72.9667,81.05,68,1,3.53,clear sky
Payo,ID,-3.7508,103.6372,73.06,96,100,1.45,moderate rain
Bulgan,MN,48.8125,103.5347,2.32,85,58,2.3,broken clouds
Killybegs,IE,54.6333,-8.45,39.25,67,4,5.01,clear sky
Dunedin,NZ,-45.8742,170.5036,65.8,73,61,7.0,broken clouds
Arvika,SE,59.6553,12.5852,23.61,93,22,3.78,few clouds
Solvychegodsk,RU,61.3305,46.9156,18.72,93,100,7.36,overcast clouds
Domoni,KM,-12.2569,44.5319,78.37,87,100,5.82,light rain
Bonthe,SL,7.5264,-12.505,77.68,82,16,6.82,few clouds
Kehra,EE,59.3361,25.3211,22.8,89,7,2.19,clear sky
Raduzhnyy,RU,62.0961,77.475,-20.45,98,12,6.13,few clouds
The Pas,CA,53.8251,-101.2541,15.82,48,75,3.44,broken clouds
Saryg-Sep,RU,51.5,95.6,6.44,96,100,2.44,overcast clouds
Tateyama,JP,34.9833,139.8667,47.1,57,5,19.35,clear sky
Tuatapere,NZ,-46.1333,167.6833,65.82,50,100,2.46,overcast clouds
Utiel,ES,39.5667,-1.2,46.65,78,33,7.85,scattered clouds
Darhan,MN,49.4867,105.9228,-4.95,92,13,4.79,few clouds
Puerto Ayacucho,VE,5.6639,-67.6236,89.38,95,97,5.12,overcast clouds
Vallenar,CL,-28.5708,-70.7581,76.57,49,2,5.73,clear sky
Fereydun Kenar,IR,36.6864,52.5225,54.0,71,48,4.41,scattered clouds
Cairns,AU,-16.9167,145.7667,90.1,78,89,2.3,overcast clouds
Ewa Beach,US,21.3156,-158.0072,81.01,50,100,13.8,overcast clouds
Santa Rosa,PH,14.3122,121.1114,79.02,75,81,6.6,broken clouds
Namwala,ZM,-15.7504,26.4384,69.58,85,97,3.58,overcast clouds
Nantucket,US,41.2835,-70.0995,30.34,64,0,20.71,clear sky
Idukki,IN,9.85,76.9667,65.01,72,49,3.0,scattered clouds
Kaeo,NZ,-35.1,173.7833,72.32,74,66,13.58,broken clouds
San Ignacio,BZ,17.1561,-89.0714,87.94,45,40,3.44,scattered clouds
Bitung,ID,1.4451,125.1824,74.25,83,99,2.44,overcast clouds
Gamba,GA,-2.65,10.0,75.34,90,83,1.99,broken clouds
Ban Nahin,LA,18.2418,104.2122,72.82,73,5,2.89,clear sky
Boffa,GN,10.1667,-14.0333,77.5,82,100,2.68,overcast clouds
San Luis,AR,-33.295,-66.3356,76.03,61,67,10.69,broken clouds
Hargeysa,SO,9.56,44.065,57.99,92,18,6.91,few clouds
Villena,ES,38.6373,-0.8657,48.72,81,49,3.85,scattered clouds
Wawa,NG,9.9022,4.4192,81.77,62,100,11.03,overcast clouds
Severnoye,RU,56.3491,78.3619,14.05,98,99,3.85,overcast clouds
Qinhuangdao,CN,39.9317,119.5883,30.29,31,0,14.41,clear sky
Ati,TD,13.2154,18.3353,86.63,18,23,8.16,few clouds
Plyussa,RU,58.4308,29.3654,20.48,94,83,5.19,broken clouds
Springdale,US,36.1867,-94.1288,71.42,40,0,16.11,clear sky
Vestmannaeyjar,IS,63.4427,-20.2734,40.77,66,95,11.77,overcast clouds
Kirakira,SB,-10.4544,161.9205,85.14,69,65,7.23,broken clouds
Alyangula,AU,-13.8483,136.4192,87.67,74,75,8.05,broken clouds
Ruwi,OM,23.5996,58.5507,76.69,57,100,2.8,overcast clouds
Wad Madani,SD,14.4012,33.5199,82.81,20,20,10.2,few clouds
Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,93,56,2.66,broken clouds
Qaqortoq,GL,60.7167,-46.0333,30.7,83,100,10.2,overcast clouds
Palmer,US,42.1584,-72.3287,34.41,35,20,11.5,few clouds
Waingapu,ID,-9.6567,120.2641,79.41,83,86,4.59,overcast clouds
Rosetta,EG,31.4044,30.4164,57.02,67,84,6.42,broken clouds
Igrim,RU,63.1906,64.4162,-11.61,100,100,3.47,overcast clouds
Puerto Escondido,MX,15.85,-97.0667,85.03,65,20,10.36,few clouds
Formiga,BR,-20.4644,-45.4264,69.04,75,24,4.5,few clouds
Solano,US,38.2333,-121.9511,66.52,45,0,19.57,clear sky
Neyvo-Shaytanskiy,RU,57.7286,61.2496,21.94,96,100,4.18,overcast clouds
Teeli,RU,51.0333,90.2333,2.82,81,98,1.39,overcast clouds
San Juan,AR,-31.5375,-68.5364,88.32,35,15,10.25,few clouds
Benidorm,ES,38.5382,-0.131,54.77,76,57,3.0,broken clouds
Misratah,LY,32.3754,15.0925,59.14,74,18,9.91,few clouds
Athabasca,CA,54.7169,-113.2854,19.22,85,100,3.69,overcast clouds
Beringovskiy,RU,63.05,179.3167,4.95,90,100,12.64,overcast clouds
Idar,DE,49.7167,7.3,34.95,73,0,4.0,clear sky
Masuguru,TZ,-11.3667,38.4167,72.68,97,88,2.44,overcast clouds
Spornoye,RU,50.8448,37.2913,28.42,95,100,15.17,snow
Talaya,RU,61.3833,152.75,-15.57,99,100,1.25,overcast clouds
Buraydah,SA,26.326,43.975,61.25,24,100,10.51,overcast clouds
Wajima,JP,37.4,136.9,49.59,65,12,29.17,few clouds
Taoudenni,ML,22.6783,-3.9836,68.7,9,0,6.53,clear sky
Nsoko,SZ,-27.0333,31.95,66.87,94,2,1.88,clear sky
Kassala,SD,15.451,36.4,75.61,63,93,10.8,overcast clouds
Xiaoweizhai,CN,26.1903,107.5125,52.54,97,100,2.91,overcast clouds
Allende,MX,25.2833,-100.0167,95.76,32,7,12.62,clear sky
Tautira,PF,-17.7333,-149.15,87.82,74,45,17.85,scattered clouds
Hovd,MN,48.0056,91.6419,4.3,67,96,4.72,overcast clouds
Honiara,SB,-9.4333,159.95,85.82,71,40,4.54,scattered clouds
Agadir,MA,30.4202,-9.5982,59.45,52,22,11.32,few clouds
Neuquen,AR,-38.9516,-68.0591,75.09,33,0,6.91,clear sky
Saint-Ambroise,CA,48.5501,-71.3324,18.09,84,100,6.69,overcast clouds
Mulege,MX,26.8833,-111.9833,75.04,35,0,6.04,clear sky
Komsomolets,KZ,53.7453,62.0708,15.35,97,100,4.88,overcast clouds
Cherkasy,UA,49.4285,32.0621,29.53,96,100,14.45,light snow
Mossendjo,CG,-2.9506,12.7261,68.83,99,36,2.01,light rain
Margate,GB,51.3813,1.3862,44.31,92,100,5.01,overcast clouds
Ekibastuz,KZ,51.6667,75.3667,23.09,95,50,7.65,scattered clouds
Saint-Georges,GD,12.0564,-61.7485,78.48,73,40,20.71,scattered clouds
Larsnes,NO,62.2028,5.5773,41.59,56,100,11.54,overcast clouds
Havoysund,NO,70.9963,24.6622,27.48,65,100,9.08,overcast clouds
Jati,PK,24.3539,68.2671,72.27,56,0,6.67,clear sky
Hofn,IS,64.2539,-15.2082,34.47,57,3,11.05,clear sky
Sakaraha,MG,-22.9,44.5333,72.91,84,8,3.0,clear sky
Dillon,US,34.4166,-79.3712,62.85,54,3,4.72,clear sky
Abu Dhabi,AE,24.4667,54.3667,71.71,51,0,3.44,clear sky
Godda,IN,24.8333,87.2167,66.83,37,91,1.43,overcast clouds
Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,19.99,73,75,6.71,broken clouds
Kara-Tyube,RU,44.6336,45.4369,39.94,57,100,29.77,overcast clouds
Waipawa,NZ,-41.4122,175.5153,66.83,60,97,3.83,overcast clouds
Marion,US,39.7684,-86.1555,52.54,34,100,10.36,overcast clouds
Lianzhou,CN,24.7811,112.3825,64.24,95,58,1.57,broken clouds
Puerto Carreno,CO,6.189,-67.4859,89.58,55,75,4.61,light rain
Santa Cruz,BO,-17.8,-63.1667,85.46,65,40,14.97,scattered clouds
Mangrol,IN,21.1167,70.1167,72.79,36,0,11.72,clear sky
Bentiu,SS,9.2333,29.8333,82.85,15,6,6.02,clear sky
Laurinburg,US,34.7741,-79.4628,62.47,46,5,4.54,clear sky
Kokkola,FI,63.8385,23.1307,21.92,88,0,4.61,clear sky
Marianske Lazne,CZ,49.9646,12.7012,28.85,75,9,3.67,clear sky
Anshun,CN,26.25,105.9333,49.44,83,100,5.77,overcast clouds
Maridi,SS,4.9158,29.4742,74.46,47,5,1.7,clear sky
Gerash,IR,27.6652,54.1371,60.22,56,86,2.71,overcast clouds
Cayenne,GF,4.9333,-52.3333,79.09,86,75,6.91,light rain
Yanacancha,PE,-10.2411,-76.6456,46.65,83,100,3.36,moderate rain
Tilichiki,RU,60.4667,166.1,1.62,84,100,11.21,overcast clouds
Askiz,RU,53.1319,90.5264,19.99,84,100,8.3,overcast clouds
Bud,US,39.447,-86.1758,53.62,60,100,8.59,overcast clouds
Padang,ID,-0.9492,100.3543,75.25,81,84,3.76,broken clouds
Sechura,PE,-5.5569,-80.8222,77.38,65,92,13.0,overcast clouds
Moorhead,US,46.8739,-96.7676,30.22,56,100,9.22,overcast clouds
Pangnirtung,CA,66.1451,-65.7125,-4.0,71,75,2.3,broken clouds
Naifaru,MV,5.4444,73.3657,80.87,68,17,3.67,few clouds
Viransehir,TR,37.2353,39.7631,39.92,58,100,5.79,overcast clouds
Hammerfest,NO,70.6634,23.6821,27.05,68,0,1.14,clear sky
Mahajanga,MG,-15.7167,46.3167,77.02,94,40,4.61,scattered clouds
Dilla,ET,6.41,38.31,64.65,45,92,3.51,overcast clouds
Rocha,UY,-34.4833,-54.3333,72.99,80,65,9.37,broken clouds
Medicine Hat,CA,50.0501,-110.6683,16.23,70,100,12.66,overcast clouds
Pozoblanco,ES,38.3791,-4.8483,41.58,62,100,0.51,overcast clouds
Pacifica,US,37.6138,-122.4869,62.67,71,20,34.52,haze
Mantua,IT,45.1667,10.7833,43.83,69,98,5.01,overcast clouds
Graciano Sanchez,MX,23.9167,-99.2833,86.43,34,0,12.48,clear sky
Ancud,CL,-41.8697,-73.8203,59.43,69,43,8.19,scattered clouds
Paita,PE,-5.0892,-81.1144,82.96,72,87,11.74,overcast clouds
Elesbao Veloso,BR,-6.2019,-42.1403,77.63,78,94,5.35,light rain
Kirillov,RU,59.863,38.3813,28.33,95,97,7.34,overcast clouds
Tanout,NE,14.9709,8.8879,80.58,7,100,8.84,overcast clouds
Kalmunai,LK,7.4167,81.8167,74.93,89,88,8.1,overcast clouds
Shelburne,CA,44.0787,-80.2041,28.56,56,95,9.86,overcast clouds
Alice Springs,AU,-23.7,133.8833,76.55,50,2,9.22,clear sky
Ust-Maya,RU,60.4167,134.5333,-14.33,100,99,1.05,overcast clouds
Nanhai,CN,30.1282,111.7784,55.98,62,62,0.98,broken clouds
Loanda,AO,-8.8368,13.2343,82.4,83,40,2.3,scattered clouds
Kenora,CA,49.8167,-94.4337,25.99,30,100,2.3,overcast clouds
Srandakan,ID,-7.9386,110.2506,73.45,88,87,2.73,overcast clouds
Keffi,NG,8.8486,7.8736,86.38,40,88,4.59,overcast clouds
Vermilion,US,40.1667,-87.7506,52.39,41,0,12.66,clear sky
Cortez,US,37.3489,-108.5859,55.51,44,100,34.52,overcast clouds
Powell River,CA,49.8496,-124.5361,55.09,66,20,12.66,few clouds
Kualakapuas,ID,-3.0091,114.3876,75.36,97,100,2.01,light rain
Shu,KZ,43.5983,73.7614,46.44,51,91,7.67,overcast clouds
Micheweni,TZ,-4.9667,39.8333,79.12,76,60,8.34,broken clouds
Kaspiysk,RU,42.8816,47.6392,48.38,45,40,20.13,scattered clouds
Rio Sereno,PA,8.8167,-82.8667,80.38,81,92,0.83,overcast clouds
Tarauaca,BR,-8.1614,-70.7656,77.54,85,92,3.11,overcast clouds
Kaniama,CD,-7.5667,24.1833,66.25,95,99,1.68,light rain
Zarand,IR,30.8127,56.564,52.47,57,51,6.46,broken clouds
Yarmouth,US,41.7057,-70.2286,32.22,58,0,17.27,clear sky
Chebsara,RU,59.2002,38.8356,27.73,95,100,7.99,overcast clouds
Razgrad,BG,43.5333,26.5167,34.66,74,94,1.5,overcast clouds
Kismayo,SO,-0.3582,42.5454,77.5,82,23,16.26,few clouds
Jijiang,CN,29.2906,106.2542,57.36,74,58,1.32,broken clouds
Altagracia De Orituco,VE,9.8601,-66.3814,76.14,73,62,8.41,broken clouds
Namatanai,PG,-3.6667,152.4333,79.72,84,95,6.51,overcast clouds
Tema,GH,5.667,-0.0166,81.01,74,0,6.91,light rain
Belaya Gora,RU,68.5333,146.4167,-28.46,100,99,0.58,overcast clouds
Mittagong,AU,-34.45,150.45,68.85,87,100,5.3,overcast clouds
